aba aba
abacı  aba-'dZ@
anımsadığını  a-n@m-sa-d@-G@-'n@
anımsamalarında  a-n@m-sa-ma-la-r@n-'da
anımsamamın  a-n@m-sa-ma-'m@n
anımsanamayan  a-n@m-sa-na-ma-'Zan
anımsanan  a-n@m-sa-'nan
anımsarken  a-n@m-sar-'ken
anımsatılacaktır  a-n@m-sa-t@-la-dZak-'t@r
anımsatmasının  a-n@m-sat-ma-s@-'n@n
anımsatmayı  a-n@m-sat-ma-'Z@
anınından  an@-n@n-'dan
anıtlaşmaktadır  a-n@t-laS-mak-ta-'d@r
animasyoncuları  anI-mas-Zon-dZu-la-'r@
anjine  an-ZI-'ne
anketsiz  an-ket-'sIz
anlamayışıyla  an-la-ma-Z@-S@Z-'la
anlamlandırılması  an-lam-lan-d@-r@l-ma-'s@
anlamlandırılmaya  an-lam-lan-d@-r@l-ma-'Za
anlamlandırmalarla  an-lam-lan-d@r-ma-lar-'la
anlamlılaştıran  an-lam-l@-laS-t@-'ran
anlasana  an-la-sa-'na
anlaşabilmelerini  an-la-Sa-bIl-me-le-rI-'nI
anlaşamadıkça  an-la-Sa-ma-d@k-'tSa
anlaşılamıyor  an-la-S@-la-m@-'Zor
anlaşıldığıdır  an-la-S@l-d@-G@-'d@r
anlaşıldıklarına  an-la-S@l-d@k-la-r@-'na
anlaşmalar  an-laS-ma-'lar
anlaşmışlarsa  an-laS-m@S-lar-'sa
anlaşmışsa  an-laS-m@S-'sa
anlaşsınlar  an-laS-s@n-'lar
anlaştıklarını  an-laS-t@k-la-r@-'n@
anlatabilendir  an-la-ta-bI-len-'dIr
anlatabilesin  an-la-ta-bI-le-'sIn
anlatabilirdi  an-la-ta-bI-lIr-'dI
anlatacaklardı  an-la-ta-dZak-lar-'d@
anlatamamalarından  an-la-ta-ma-ma-la-r@n-'dan
anlatılagelmiş  an-la-t@-la-gel-'mIS
anlatıldıktan  an-la-t@l-d@k-'tan
anlatılıyormuş  an-la-t@-l@-Zor-'muS
anlatılmaksızın  an-la-t@l-mak-s@-'z@n
anlatımımızın  an-la-t@-m@-m@-'z@n
anlatmalısın  an-lat-ma-l@-'s@n
anlatmamasının  an-lat-ma-ma-s@-'n@n
anlatmamın  an-lat-ma-'m@n
anlatmamızdaki  an-lat-ma-m@z-da-'kI
anlatmayacağına  an-lat-ma-Za-dZa-G@-'na
anlatmıyordun  an-lat-m@-Zor-'dun
anlattıklarında  an-lat-t@k-la-r@n-'da
anlattırırlar  an-lat-t@-r@r-'lar
anlayamayacağından  an-la-Za-ma-Za-dZa-G@n-'dan
anlayamayacak  an-la-Za-ma-Za-'dZak
anlayışsızlığa  an-la-Z@S-s@z-l@-'Ga
anlayışsızsınız  an-la-Z@S-s@z-s@-'n@z
anlımıza  an-l@-m@-'za
anmaması  an-ma-ma-'s@
annelerimizde  an-ne-le-rI-mIz-'de
annemdi  an-nem-'dI
annemin  an-ne-'mIn
anonslarıyla  a-nons-la-r@Z-'la
anormalleşen  a-nor-mal-le-'Sen
ansın  an-'s@n
ansiklopedileriniz  an-sIk-lo-pe-dI-le-rI-'nIz
antenleriniz  an-ten-le-rI-'nIz
antikacılar  an-tI-ka-dZ@-'lar
antikorlarına  an-tI-kor-la-r@-'na
antioksidanı  an-tI-ok-sI-da-'n@
antipatiler  an-tI-pa-tI-'ler
antlaşmalarındaki  ant-laS-ma-la-r@n-da-'kI
antrenmansızlıkmış  ant-ren-man-s@z-l@k-'m@S
apelin  ape-'lIn
aptalını  ap-ta-l@-'n@
aptallığımıza  ap-tal-l@-G@-m@-'za
arabacıyla  ara-ba-dZ@Z-'la
arabalarınızla  ara-ba-la-r@-n@z-'la
arabasına  ara-ba-s@-'na
arabesklikten  ara-besk-lIk-'ten
araçlardaydı  a-ratS-lar-daZ-'d@
araçlarıdır  a-ratS-la-r@-'d@r
araçsallaşsa  a-ratS-sal-laS-'sa
aradıklarımın  ara-d@k-la-r@-'m@n
arakladı  a-rak-la-'d@
araklanıp  a-rak-la-'n@p
araktı  a-rak-'t@
aralanırsa  ara-la-n@r-'sa
aralarından  ara-la-r@n-'dan
aralayadursun  ara-la-Za-dur-'sun
aralığımdı  ara-l@-G@m-'d@
aralıkla  ara-l@k-'la
aralıktır  ara-l@k-'t@r
aramayanlardan  ara-ma-Zan-lar-'dan
aramayayım  ara-ma-Za-'Z@m
aramayı  ara-ma-'Z@
aranjelerini  a-ran-Ze-le-rI-'nI
arastası  a-ras-ta-'s@
araştıracağız  a-raS-t@-ra-dZa-'G@z
araştırıldığının  a-raS-t@-r@l-d@-G@-'n@n
araştırılmalıdır  a-raS-t@-r@l-ma-l@-'d@r
araştırıyordunuz  a-raS-t@-r@-Zor-du-'nuz
arattım  a-rat-'t@m
arbitrajının  ar-bIt-ra-Z@-'n@n
ardımıza  ar-d@-m@-'za
argümanından  ar-gZ-ma-n@n-'dan
arılaşmanın  ar@-laS-ma-'n@n
arındırabilmişti  a-r@n-d@-ra-bIl-mIS-'tI
arındırılabildi  a-r@n-d@-r@-la-bIl-'dI
arınmamın  a-r@n-ma-'m@n
arısını  ar@-s@-'n@
arıtılınca  ar@-t@-l@n-'dZa
arıtınca  ar@-t@n-'dZa
arıtmış  a-r@t-'m@S
arızalanmamış  ar@-za-lan-ma-'m@S
arızalarımız  ar@-za-la-r@-'m@z
aritmetiğimize  a-rIt-me-tI-GI-mI-'ze
arkadaşımdır  ar-ka-da-S@m-'d@r
arkadaşınızın  ar-ka-da-S@-n@-'z@n
arkadaşlarımdan  ar-ka-daS-la-r@m-'dan
arkadaşsızlara  ar-ka-daS-s@z-la-'ra
armağana  ar-ma-Ga-'na
armağanınız  ar-ma-Ga-n@-'n@z
armatör  ar-ma-'t@'r
arozözler  aro-z@'z-'ler
arpacıyla  ar-pa-dZ@Z-'la
arsalarla  ar-sa-lar-'la
arşivdir  ar-SIv-'dIr
arşivindedir  ar-SI-vIn-de-'dIr
arşivlememizden  ar-SIv-le-me-mIz-'den
artanlar  ar-tan-'lar
arterden  ar-ter-'den
artıların  ar-t@-la-'r@n
artırabileceklerine  ar-t@-ra-bI-le-dZek-le-rI-'ne
artırabileceklerinin  ar-t@-ra-bI-le-dZek-le-rI-'nIn
artırılabiliyor  ar-t@-r@-la-bI-lI-'Zor
artırırlarsa  ar-t@-r@r-lar-'sa
artırıyordu  ar-t@-r@-Zor-'du
artırmadı  ar-t@r-ma-'d@
artırmalıyız  ar-t@r-ma-l@-'Z@z
artmayışının  art-ma-Z@-S@-'n@n
arttırdıklarının  art-t@r-d@k-la-r@-'n@n
aryalı  ar-Za-'l@
arzdır  arz-'d@r
arzulamalı  ar-zu-la-ma-'l@
arzuların  ar-zu-la-'r@n
arzuluyorsunuz  ar-zu-lu-Zor-su-'nuz
arzumuz  ar-zu-'muz
arzusundakilere  ar-zu-sun-da-kI-le-'re
asabileceğine  asa-bI-le-dZe-GI-'ne
asalaklaşması  asa-lak-laS-ma-'s@
asayişimize  asa-ZI-SI-mI-'ze
asıkı  as@-'k@
asılacaksan  as@-la-dZak-'san
asılamadı  as@-la-ma-'d@
asıldan  a-s@l-'dan
asıldığında  a-s@l-d@-G@n-'da
asıldığınızda  a-s@l-d@-G@-n@z-'da
asıldın  a-s@l-'d@n
asılırlardı  as@-l@r-lar-'d@
asileştirmişti  asI-leS-tIr-mIS-'tI
asilli  a-sIl-'lI
asistanlarıdırlar  a-sIs-tan-la-r@-d@r-'lar
askerlerimle  as-ker-le-rIm-'le
askerliklerine  as-ker-lIk-le-rI-'ne
askıda  as-k@-'da
aslanlarımızla  as-lan-la-r@-m@z-'la
aslanlarla  as-lan-lar-'la
asmalarım  as-ma-la-'r@m
asmayacaktık  as-ma-Za-dZak-'t@k
asmayışı  as-ma-Z@-'S@
asmazsak  as-maz-'sak
asosyalliğin  a-sos-Zal-lI-'GIn
assolisti  as-so-lIs-'tI
astara  as-ta-'ra
astımlarda  as-t@m-lar-'da
astronotunu  ast-ro-no-tu-'nu
astsubaysınız  ast-su-baZ-s@-'n@z
aşabilirse  aSa-bI-lIr-'se
aşağılandığımız  aSa-G@-lan-d@-G@-'m@z
aşağılanmışlar  aSa-G@-lan-m@S-'lar
aşağılayacağın  aSa-G@-la-Za-dZa-'G@n
aşağılayıcıysa  aSa-G@-la-Z@-dZ@Z-'sa
aşamasıysa  aSa-ma-s@Z-'sa
aşanlarla  a-San-lar-'la
aşerirler  aSe-rIr-'ler
aşılabilmiş  aS@-la-bIl-'mIS
aşılamamız  aS@-la-ma-'m@z
aşılatacağı  aS@-la-ta-dZa-'G@
aşılayamıyordu  aS@-la-Za-m@-Zor-'du
aşınmasıdır  a-S@n-ma-s@-'d@r
aşırılarak  aS@-r@-la-'rak
aşırmacı  a-S@r-ma-'dZ@
aşiretimizi  aSI-re-tI-mI-'zI
aşmamalıdır  aS-ma-ma-l@-'d@r
aştığıyla  aS-t@-G@Z-'la
atabildi  ata-bIl-'dI
atabileceğimizin  ata-bI-le-dZe-GI-mI-'zIn
atadığımız  ata-d@-G@-'m@z
atalarıysa  ata-la-r@Z-'sa
ataletimizin  ata-le-tI-mI-'zIn
atamadır  ata-ma-'d@r
atamıyorlardı  ata-m@-Zor-lar-'d@
atanacaklardır  ata-na-dZak-lar-'d@r
atanmasaydı  a-tan-ma-saZ-'d@
atanmışlarda  a-tan-m@S-lar-'da
atardamarlarından  a-tar-da-mar-la-r@n-'dan
atasında  ata-s@n-'da
atayacaktı  ata-Za-dZak-'t@
atayalı  ata-Za-'l@
atayışlarının  ata-Z@S-la-r@-'n@n
ateşlediği  a-teS-le-dI-'GI
ateşlenmediğinin  a-teS-len-me-dI-GI-'nIn
ateşlenmesinden  a-teS-len-me-sIn-'den
ateşlenmişti  a-teS-len-mIS-'tI
atıcılarının  at@-dZ@-la-r@-'n@n
atılamayacağına  at@-la-ma-Za-dZa-G@-'na
atılışlar  at@-l@S-'lar
atılmasıdır  a-t@l-ma-s@-'d@r
atılmayacağının  a-t@l-ma-Za-dZa-G@-'n@n
atışanı  at@-Sa-'n@
atışsa  a-t@S-'sa
atıştırdığım  a-t@S-t@r-d@-'G@m
atıştırmasından  a-t@S-t@r-ma-s@n-'dan
atlamamalılar  at-la-ma-ma-l@-'lar
atlamasın  at-la-ma-'s@n
atlardık  at-lar-'d@k
atlatabilmektir  at-la-ta-bIl-mek-'tIr
atlatamayız  at-la-ta-ma-'Z@z
atlatmıştı  at-lat-m@S-'t@
atlattın  at-lat-'t@n
atlayabilmeyi  at-la-Za-bIl-me-'ZI
atlayıcılar  at-la-Z@-dZ@-'lar
atmamanın  at-ma-ma-'n@n
atmayacağının  at-ma-Za-dZa-G@-'n@n
atmayışını  at-ma-Z@-S@-'n@
atmışsınızdır  at-m@S-s@-n@z-'d@r
atmosferdeyiz  at-mos-fer-de-'ZIz
atmosferinde  at-mos-fe-rIn-'de
atomlaşmanın  a-tom-laS-ma-'n@n
attırırdık  at-t@-r@r-'d@k
avadanlıklarını  ava-dan-l@k-la-r@-'n@
avali  ava-'lI
avamlaşarak  a-vam-la-Sa-'rak
avamlaştırdığını  a-vam-laS-t@r-d@-G@-'n@
avanaklıkların  ava-nak-l@k-la-'r@n
avantacıydı  a-van-ta-dZ@Z-'d@
avantajlarınıza  a-van-taZ-la-r@-n@-'za
avantajlıysanız  a-van-taZ-l@Z-sa-'n@z
avcılıklarına  av-dZ@-l@k-la-r@-'na
avcıydım  av-dZ@Z-'d@m
avladıklarında  av-la-d@k-la-r@n-'da
avlanamam  av-la-na-'mam
avlumdaki  av-lum-da-'kI
avlusu  av-lu-'su
avucunuzda  avu-dZu-nuz-'da
avunmasıyla  a-vun-ma-s@Z-'la
avunmayan  a-vun-ma-'Zan
avutuldu  avu-tul-'du
avutulduk  avu-tul-'duk
ayakkabınız  a-Zak-ka-b@-'n@z
ayaklanın  a-Zak-la-'n@n
ayaklarımdaki  a-Zak-la-r@m-da-'kI
ayaklarıysa  a-Zak-la-r@Z-'sa
ayaktaysa  a-Zak-taZ-'sa
ayakucumdaki  aZa-ku-dZum-da-'kI
ayarladıklarını  a-Zar-la-d@k-la-r@-'n@
ayarlanırmış  a-Zar-la-n@r-'m@S
ayarlarsın  a-Zar-lar-'s@n
ayarlayabildiğini  a-Zar-la-Za-bIl-dI-GI-'nI
ayarlayabilmek  a-Zar-la-Za-bIl-'mek
aydıngere  aZ-d@n-ge-'re
aydınınından  aZ-d@-n@-n@n-'dan
aydınlanıyordu  aZ-d@n-la-n@-Zor-'du
aydınlatılacağı  aZ-d@n-la-t@-la-dZa-'G@
aydınlatmadın  aZ-d@n-lat-ma-'d@n
aydınlatmaktadır  aZ-d@n-lat-mak-ta-'d@r
aydınlını  aZ-d@n-l@-'n@
ayıklarız  a-Z@k-la-'r@z
ayılıyorken  aZ@-l@-Zor-'ken
ayılmalarının  a-Z@l-ma-la-r@-'n@n
ayıplıyorlar  a-Z@p-l@-Zor-'lar
ayırabildiğimiz  aZ@-ra-bIl-dI-GI-'mIz
ayırabilirken  aZ@-ra-bI-lIr-'ken
ayırabilmem  aZ@-ra-bIl-'mem
ayırıyorlar  aZ@-r@-Zor-'lar
ayırıyorsanız  aZ@-r@-Zor-sa-'n@z
ayırmamasında  a-Z@r-ma-ma-s@n-'da
ayırmazsanız  a-Z@r-maz-sa-'n@z
ayırtabilecekler  a-Z@r-ta-bI-le-dZek-'ler
aymaz  aZ-'maz
aymazlıkları  aZ-maz-l@k-la-'r@
aynaları  aZ-na-la-'r@
aynısınız  aZ-n@-s@-'n@z
aynileşmeden  aZ-nI-leS-me-'den
ayranlarımız  aZ-ran-la-r@-'m@z
ayrıcalıklarım  aZ-r@-dZa-l@k-la-'r@m
ayrılamadığından  aZ-r@-la-ma-d@-G@n-'dan
ayrılamamıştır  aZ-r@-la-ma-m@S-'t@r
ayrıldıklarında  aZ-r@l-d@k-la-r@n-'da
ayrılmaktansa  aZ-r@l-mak-tan-'sa
ayrılmamalı  aZ-r@l-ma-ma-'l@
ayrılmamış  aZ-r@l-ma-'m@S
ayrılmanızı  aZ-r@l-ma-n@-'z@
ayrıntıcılıktır  aZ-r@n-t@-dZ@-l@k-'t@r
ayrıntıyı  aZ-r@n-t@-'Z@
ayrışmanın  aZ-r@S-ma-'n@n
ayrışmayacağını  aZ-r@S-ma-Za-dZa-G@-'n@
ayrıştırabilmeyi  aZ-r@S-t@-ra-bIl-me-'ZI
ayrıştıracağını  aZ-r@S-t@-ra-dZa-G@-'n@
aysberg  aZs-'berg
azalabileceği  aza-la-bI-le-dZe-'GI
azalığında  aza-l@-G@n-'da
azalmasa  a-zal-ma-'sa
azalmasındandır  a-zal-ma-s@n-dan-'d@r
azaltılamamıştır  a-zal-t@-la-ma-m@S-'t@r
azaltırsanız  a-zal-t@r-sa-'n@z
azaltmasına  a-zalt-ma-s@-'na
azalttırmakta  a-zalt-t@r-mak-'ta
azarlamalar  a-zar-la-ma-'lar
azarlamıyor  a-zar-la-m@-'Zor
azarlanırsam  a-zar-la-n@r-'sam
azattır  a-zat-'t@r
azgınlaştırılan  az-g@n-laS-t@-r@-'lan
azınlıklıklar  a-z@n-l@k-l@k-'lar
azıttığımdan  a-z@t-t@-G@m-'dan
aziziliğine  azI-zI-lI-GI-'ne
azizleşmiş  a-zIz-leS-'mIS
azledilmez  az-le-dIl-'mez
azmaca  az-ma-'dZa
azmansa  az-man-'sa
azmedersen  az-me-der-'sen
azmetti  az-met-'tI
azmettirilmesi  az-met-tI-rIl-me-'sI
babacığınım  ba-ba-dZ@-G@-'n@m
babalarımını  ba-ba-la-r@-m@-'n@
babalaşarak  ba-ba-la-Sa-'rak
bacalarının  ba-dZa-la-r@-'n@n
bacamız  ba-dZa-'m@z
bacılarını  ba-dZ@-la-r@-'n@
bacımızla  ba-dZ@-m@z-'la
badanalarının  ba-da-na-la-r@-'n@n
bademliyle  ba-dem-lIZ-'le
bagetiyle  ba-ge-tIZ-'le
bağdakinin  baG-da-kI-'nIn
bağdaştıracaksınız  baG-daS-t@-ra-dZak-s@-'n@z
bağdaştıramamıştır  baG-daS-t@-ra-ma-m@S-'t@r
bağdaştırılamamasını  baG-daS-t@-r@-la-ma-ma-s@-'n@
bağdaştırılmaz  baG-daS-t@-r@l-'maz
bağımlıklıklarını  ba-G@m-l@k-l@k-la-r@-'n@
bağımlısıymış  ba-G@m-l@-s@Z-'m@S
bağıramayacağı  ba-G@-ra-ma-Za-dZa-'G@
bağırdığınla  ba-G@r-d@-G@n-'la
bağırışıyla  ba-G@-r@-S@Z-'la
bağırmaktaymış  ba-G@r-mak-taZ-'m@S
bağırmazdınız  ba-G@r-maz-d@-'n@z
bağırtılarından  ba-G@r-t@-la-r@n-'dan
bağırtmaz  ba-G@rt-'maz
bağışıklıkla  ba-G@-S@k-l@k-'la
bağışlananların  ba-G@S-la-nan-la-'r@n
bağışlayabileceği  ba-G@S-la-Za-bI-le-dZe-'GI
bağışlayacakları  ba-G@S-la-Za-dZak-la-'r@
bağışlayacaktık  ba-G@S-la-Za-dZak-'t@k
bağladığımızı  baG-la-d@-G@-m@-'z@
bağladıklarını  baG-la-d@k-la-r@-'n@
bağlamalarından  baG-la-ma-la-r@n-'dan
bağlanıvermiş  baG-la-n@-ver-'mIS
bağlanmışsınız  baG-lan-m@S-s@-'n@z
bağlantılandırmaktır  baG-lan-t@-lan-d@r-mak-'t@r
bağlantılarınsa  baG-lan-t@-la-r@n-'sa
bağlantılayarak  baG-lan-t@-la-Za-'rak
bağlantılılarla  baG-lan-t@-l@-lar-'la
bağlantısızlığı  baG-lan-t@-s@z-l@-'G@
bağlarındanmış  baG-la-r@n-dan-'m@S
bağlattın  baG-lat-'t@n
bağlayacakmış  baG-la-Za-dZak-'m@S
bağlılıklar  baG-l@-l@k-'lar
bahaneyi  ba-ha-ne-'ZI
bahçenden  bah-tSen-'den
bahçıvancı  bah-tS@-van-'dZ@
bahsedebilirdi  bah-se-de-bI-lIr-'dI
bahsedildikçe  bah-se-dIl-dIk-'tSe
bahsedilemediğini  bah-se-dI-le-me-dI-GI-'nI
bahsedilenler  bah-se-dI-len-'ler
bahsedilmesinden  bah-se-dIl-me-sIn-'den
bahsediyordum  bah-se-dI-Zor-'dum
bahsetmemekti  bah-set-me-mek-'tI
bahşişse  bah-SIS-'se
bahtiyarların  bah-tI-Zar-la-'r@n
bahtlarını  baht-la-r@-'n@
bakabilmeliyim  ba-ka-bIl-me-lI-'ZIm
bakabilmeniz  ba-ka-bIl-me-'nIz
bakamadığımdan  ba-ka-ma-d@-G@m-'dan
bakamıyor  ba-ka-m@-'Zor
bakıldığıyla  ba-k@l-d@-G@Z-'la
bakımları  ba-k@m-la-'r@
bakınınız  ba-k@-n@-'n@z
bakış  ba-'k@S
bakışımızdaki  ba-k@-S@-m@z-da-'kI
bakışımlılığı  ba-k@-S@m-l@-l@-'G@
bakışınızda  ba-k@-S@-n@z-'da
bakışıp  ba-k@-'S@p
bakıyordum  ba-k@-Zor-'dum
bakiyesini  ba-kI-Ze-sI-'nI
bakkaldakilerle  bak-kal-da-kI-ler-'le
balanssa  ba-lans-'sa
balasında  ba-la-s@n-'da
balataların  ba-la-ta-la-'r@n
balayındaydı  ba-la-Z@n-daZ-'d@
baldızımla  bal-d@-z@m-'la
balerindim  ba-le-rIn-'dIm
baletlerin  ba-let-le-'rIn
balgamımı  bal-ga-m@-'m@
balıkçıllar  ba-l@k-tS@l-'lar
balıklandırılmasında  ba-l@k-lan-d@-r@l-ma-s@n-'da
balinalarla  ba-lI-na-lar-'la
balinam  ba-lI-'nam
balkanlısının  bal-kan-l@-s@-'n@n
balkı  bal-'k@
balkonu  bal-ko-'nu
balkonumuz  bal-ko-nu-'muz
baltalanmadan  bal-ta-lan-ma-'dan
balyalanıp  bal-Za-la-'n@p
bambusun  bam-bu-'sun
bandırıp  ban-d@-'r@p
bankada  ban-ka-'da
bankamatikçilerin  ban-ka-ma-tIk-tSI-le-'rIn
banknotlara  bank-not-la-'ra
banknotunda  bank-no-tun-'da
bantsızı  bant-s@-'z@
barakanın  ba-ra-ka-'n@n
baranımız  ba-ra-n@-'m@z
barbarlaşmaktadırlar  bar-bar-laS-mak-ta-d@r-'lar
barımız  ba-r@-'m@z
barınabiliyordu  ba-r@-na-bI-lI-Zor-'du
barısızlığı  ba-r@-s@z-l@-'G@
barışlarını  ba-r@S-la-r@-'n@
barosu  ba-ro-'su
baruttaki  ba-rut-ta-'kI
basamadınız  ba-sa-ma-d@-'n@z
basamaktayım  ba-sa-mak-ta-'Z@m
basanların  ba-san-la-'r@n
basılmacasına  ba-s@l-ma-dZa-s@-'na
basılmakta  ba-s@l-mak-'ta
basımıydı  ba-s@-m@Z-'d@
basitin  ba-sI-'tIn
basitleşiverir  ba-sIt-le-SI-ve-'rIr
basitleştirilmiş  ba-sIt-leS-tI-rIl-'mIS
basketbolun  bas-ket-bo-'lun
baskısındandı  bas-k@-s@n-dan-'d@
basmaktasınız  bas-mak-ta-s@-'n@z
basmamalarını  bas-ma-ma-la-r@-'n@
bastırabilmesi  bas-t@-ra-bIl-me-'sI
bastırdılar  bas-t@r-d@-'lar
bastırılışını  bas-t@-r@-l@-S@-'n@
bastırılışının  bas-t@-r@-l@-S@-'n@n
bastırtıyor  bas-t@r-t@-'Zor
başaktörler  ba-Sak-t@'r-'ler
başarabilmişken  ba-Sa-ra-bIl-mIS-'ken
başaracağınızı  ba-Sa-ra-dZa-G@-n@-'z@
başaracaklarından  ba-Sa-ra-dZak-la-r@n-'dan
başaramaya  ba-Sa-ra-ma-'Za
başardığınız  ba-Sar-d@-G@-'n@z
başarılılarına  ba-Sa-r@-l@-la-r@-'na
başarılmasa  ba-Sa-r@l-ma-'sa
başarılmaya  ba-Sa-r@l-ma-'Za
başarmasızlıklarım  ba-Sar-ma-s@z-l@k-la-'r@m
başbakanı  baS-ba-ka-'n@
başbakanını  baS-ba-ka-n@-'n@
başka baS-'ka fuctional
başkahramanıdır  baS-kah-ra-ma-n@-'d@r
başkalaştırarak  baS-ka-laS-t@-ra-'rak
başkalaştırılmaya  baS-ka-laS-t@-r@l-ma-'Za
başkaldırdıkları  baS-kal-d@r-d@k-la-'r@
başkaldırım  baS-kal-d@-'r@m
başkaldırışlarıyla  baS-kal-d@-r@S-la-r@Z-'la
başkaldırmasaydın  baS-kal-d@r-ma-saZ-'d@n
başkaldırmasına  baS-kal-d@r-ma-s@-'na
başkaldırmış  baS-kal-d@r-'m@S
başkalarıyla  baS-ka-la-r@Z-'la
başkamın  baS-ka-'m@n
başkanlığınızdan  baS-kan-l@-G@-n@z-'dan
başkentteydi  baS-kent-teZ-'dI
başkentteyse  baS-kent-teZ-'se
başkişinin  baS-kI-SI-'nIn
başkonsolosluğumuzu  baS-kon-so-los-lu-Gu-mu-'zu
başladığımın  baS-la-d@-G@-'m@n
başladıkça  baS-la-d@k-'tSa
başlamasaydım  baS-la-ma-saZ-'d@m
başlanılacağın  baS-la-n@-la-dZa-'G@n
başlatamaması  baS-la-ta-ma-ma-'s@
başlatandan  baS-la-tan-'dan
başlatılmayınca  baS-la-t@l-ma-Z@n-'dZa
başlattıkları  baS-lat-t@k-la-'r@
başlayabileceği  baS-la-Za-bI-le-dZe-'GI
başlayabileceğimizin  baS-la-Za-bI-le-dZe-GI-mI-'zIn
başlayamazlarsa  baS-la-Za-maz-lar-'sa
başlayanlardan  baS-la-Zan-lar-'dan
başlığınızı  baS-l@-G@-n@-'z@
başparmaklar  baS-par-mak-'lar
başparmaklarıyla  baS-par-mak-la-r@Z-'la
başroldekileri  baS-rol-de-kI-le-'rI
başsavcılar  baS-sav-dZ@-'lar
başsavcısınında  baS-sav-dZ@-s@-n@n-'da
başucum  ba-Su-'dZum
başvurabileceğinin  baS-vu-ra-bI-le-dZe-GI-'nIn
başvuramayacağına  baS-vu-ra-ma-Za-dZa-G@-'na
başvurmalıydınız  baS-vur-ma-l@Z-d@-'n@z
başvurulmalıdır  baS-vu-rul-ma-l@-'d@r
başvurumuzda  baS-vu-ru-muz-'da
başvurusuz  baS-vu-ru-'suz
başyapıtlarına  baS-Za-p@t-la-r@-'na
başyazılarıyla  baS-Za-z@-la-r@Z-'la
batacakmış  ba-ta-dZak-'m@S
bataklıktır  ba-tak-l@k-'t@r
batarsam  ba-tar-'sam
batılılaşa  ba-t@-l@-la-'Sa
batınınkine  ba-t@-n@n-kI-'ne
batırmadık  ba-t@r-ma-'d@k
batmaktadır  bat-mak-ta-'d@r
batmanlar  bat-man-'lar
batmazdı  bat-maz-'d@
bavullarca  ba-vul-lar-'dZa
bavulumuzun  ba-vu-lu-mu-'zun
bayanımız  ba-Za-n@-'m@z
bayanımızın  ba-Za-n@-m@-'z@n
baydım  baZ-'d@m
bayılırken  ba-Z@-l@r-'ken
bayilerimizdeki  ba-ZI-le-rI-mIz-de-'kI
bayisini  ba-ZI-sI-'nI
bayrağıyım  baZ-ra-G@-'Z@m
bayrak  baZ-'rak
bayraklaştırdıkları  baZ-rak-laS-t@r-d@k-la-'r@
bayramlıklarım  baZ-ram-l@k-la-'r@m
bazımda  ba-z@m-'da
bazısınınkine  ba-z@-s@-n@n-kI-'ne
bazlarınaysa  baz-la-r@-naZ-'sa
bebeklerininse  be-bek-le-rI-nIn-'se
beceremediğiniz  be-dZe-re-me-dI-GI-'nIz
becerilmiş  be-dZe-rIl-'mIS
bedelcilik  be-del-dZI-'lIk
bedeninizden  be-de-nI-nIz-'den
beğendiğimizde  be-Gen-dI-GI-mIz-'de
beğendirin  be-Gen-dI-'rIn
beğenebilirsiniz  be-Ge-ne-bI-lIr-sI-'nIz
beğenilmesini  be-Ge-nIl-me-sI-'nI
beğenmediğinde  be-Gen-me-dI-GIn-'de
beğenmiştir  be-Gen-mIS-'tIr
bekçileriyle  bek-tSI-le-rIZ-'le
bekçimiz  bek-tSI-'mIz
bekindeki  be-kIn-de-'kI
beklemedikçe  bek-le-me-dIk-'tSe
beklenene  bek-le-ne-'ne
beklenense  bek-le-nen-'se
bekletilenin  bek-le-tI-le-'nIn
bekleyeme  bek-le-Ze-'me
bekleyende  bek-le-Zen-'de
belaya  be-la-'Za
belediyenizdeki  be-le-dI-Ze-nIz-de-'kI
beleşçinin  be-leS-tSI-'nIn
belgelemiştiniz  bel-ge-le-mIS-tI-'nIz
belgelendirilecek  bel-ge-len-dI-rI-le-'dZek
belgelerinize  bel-ge-le-rI-nI-'ze
belgeselle  bel-ge-sel-'le
belirebiliyor  be-lI-re-bI-lI-'Zor
belirginleşirdi  be-lIr-gIn-le-SIr-'dI
belirginleşmeyen  be-lIr-gIn-leS-me-'Zen
belirginleştireceğiz  be-lIr-gIn-leS-tI-re-dZe-'GIz
belirginleştirilmesine  be-lIr-gIn-leS-tI-rIl-me-sI-'ne
belirlemediler  be-lIr-le-me-dI-'ler
belirlemişseniz  be-lIr-le-mIS-se-'nIz
belirlenememesi  be-lIr-le-ne-me-me-'sI
belirlenirdi  be-lIr-le-nIr-'dI
belirlenmemekle  be-lIr-len-me-mek-'le
belirleyenler  be-lIr-le-Zen-'ler
belirlilikle  be-lIr-lI-lIk-'le
belirsizleşme  be-lIr-sIz-leS-'me
belirtebilirsiniz  be-lIr-te-bI-lIr-sI-'nIz
belirtemeye  be-lIr-te-me-'Ze
belirtemeyecek  be-lIr-te-me-Ze-'dZek
belirtilen  be-lIr-tI-'len
belirtisine  be-lIr-tI-sI-'ne
belirtisiydi  be-lIr-tI-sIZ-'dI
belirtmediğinin  be-lIrt-me-dI-GI-'nIn
belirtmemişlerdi  be-lIrt-me-mIS-ler-'dI
belirtmesiyle  be-lIrt-me-sIZ-'le
belleksizleşiyorlar  bel-lek-sIz-le-SI-Zor-'lar
belleksizleştirmenin  bel-lek-sIz-leS-tIr-me-'nIn
