à 'a functional
ç' 's 
accompagnent a-ko~-'panj 
accompagner a-ko~-pa-'nje 
accompagnera a-ko~-pa-nj@-'Ra 
accompagneraient a-ko~-pa-nj@-'RE 
accompagnerait a-ko~-pa-nj@-'RE 
accompagnerent a-ko~-pa-nj@-'Ra~ 
accompagnerons a-ko~-pa-nj@-'Ro~ 
accompagneront a-ko~-pa-nj@-'Ro~ 
accompagnes a-ko~-'panj 
accompagnées a-ko~-pa-'nje 
accompagnez a-ko~-pa-'nje 
accompagnons a-ko~-pa-'njo~ 
accompagnèrent a-ko~-pa-'njER 
accompagnés a-ko~-pa-'nje 
accompli a-ko~-'pli 
accomplie a-ko~-'pli 
accomplies a-ko~-'pli 
accomplir a-ko~-'pliR 
accomplira a-ko~-pli-'Ra 
accomplirai a-ko~-pli-'RE 
accompliraient a-ko~-pli-'RE 
accomplirait a-ko~-pli-'RE 
accomplirent a-ko~-'pliR 
accomplirons a-ko~-pli-'Ro~ 
accompliront a-ko~-pli-'Ro~ 
accomplis a-ko~-'pli 
accomplissaient a-ko~-pli-'sE 
accomplissait a-ko~-pli-'sE 
accomplissant a-ko~-pli-'sa~ 
accomplisse a-ko~-'plis 
accomplissement a-ko~-pli-s@-'ma~ 
accomplissements a-ko~-pli-s@-'ma~ 
accomplissent a-ko~-'plis 
accomplissions a-ko~-pli-'sjo~ 
accomplissons a-ko~-pli-'so~ 
accomplit a-ko~-'pli 
accord a-'k0R 
accordé a-k0R-'de 
accorda a-k0R-'da 
accordaient a-k0R-'dE 
accordait a-k0R-'dE 
accordant a-k0R-'da~ 
accorde a-k0R-'d@ 
accordée a-k0R-'de 
accordee a-k0R-'di 
accordees a-k0R-'di 
accordent a-k0R-'d@ 
accordeon a-k0R-'do~ 
accordeoniste a-k0R-d0-nis-'t@ 
accordeonistes a-k0R-d0-nis-'t@ 
accordeons a-k0R-'do~ 
accorder a-k0R-'de 
accordera a-k0R-d@-'Ra 
accorderai a-k0R-d@-'RE 
accorderaient a-k0R-d@-'RE 
accorderait a-k0R-d@-'RE 
accorderent a-k0R-d@-'Ra~ 
accorderez a-k0R-d@-'Re 
accorderions a-k0R-d@-'Rjo~ 
accorderons a-k0R-d@-'Ro~ 
accorderont a-k0R-d@-'Ro~ 
accordes a-k0R-'d@ 
accordées a-k0R-'de 
accordeur a-k0R-'d9R 
accordez a-k0R-'de 
accordions a-k0R-'djo~ 
accordéon a-k0R-de-'o~ 
accordéoniste a-k0R-de-0-nis-'t@ 
accordéonistes a-k0R-de-0-nis-'t@ 
accordons a-k0R-'do~ 
accordéons a-k0R-de-'o~ 
accordèrent a-k0R-'dER 
accords a-'k0R 
accordés a-k0R-'de 
accorte a-k0R-'t@ 
accortes a-k0R-'t@ 
accosté a-k0s-'te 
accosta a-k0s-'ta 
accostage a-k0s-'taZ 
accostaient a-k0s-'tE 
accostant a-k0s-'ta~ 
accoste a-k0s-'t@ 
accostent a-k0s-'t@ 
accoster a-k0s-'te 
accostera a-k0s-t@-'Ra 
accotements a-k0-t@-'ma~ 
accouché a-ku-'Se 
accoucha a-ku-'Sa 
accouchaient a-ku-'SE 
accouchait a-ku-'SE 
accouchant a-ku-'Sa~ 
accouche a-'kuS 
accouchée a-ku-'Se 
accouchee a-ku-'Si 
accouchees a-ku-'Si 
accouchement a-ku-S@-'ma~ 
accouchements a-ku-S@-'ma~ 
accouchent a-'kuS 
accoucher a-ku-'Se 
accouchera a-ku-S@-'Ra 
accouchées a-ku-'Se 
accoucheur a-ku-'S9R 
accoucheurs a-ku-'S9R 
accoucheuse a-ku-'S9z 
accoucheuses a-ku-'S9z 
accoudé a-ku-'de 
accoude a-'kud 
accoudée a-ku-'de 
accoudee a-ku-'di 
accouder a-ku-'de 
accoudes a-'kud 
accoudoir a-ku-'dwaR 
accoudoirs a-ku-'dwaR 
accoudés a-ku-'de 
accouplé a-ku-'ple 
accouple a-ku-'pl@ 
accouplees a-ku-'pli 
accouplement a-ku-pl@-'ma~ 
accouplements a-ku-pl@-'ma~ 
accouplent a-ku-'pl@ 
accoupler a-ku-'ple 
accouples a-ku-'pl@ 
accouplées a-ku-'ple 
accouplés a-ku-'ple 
accouraient a-ku-'RE 
accourait a-ku-'RE 
accourant a-ku-'Ra~ 
accourent a-'kuR 
accourez a-ku-'Re 
accourir a-ku-'RiR 
accourt a-'kuR 
accouru a-ku-'Ry 
accourue a-ku-'Ry 
accourues a-ku-'Ry 
accoururent a-ku-'RyR 
accourus a-ku-'Ry 
accourut a-ku-'Ry 
accoutré a-ku-'tRe 
accoutre a-ku-'tR@ 
accoutres a-ku-'tR@ 
accoutrés a-ku-'tRe 
accoutumé a-ku-ty-'me 
accoutumance a-ku-ty-'ma~s 
accoutume a-ku-'tym 
accoutumée a-ku-ty-'me 
accoutumee a-ku-ty-'mi 
accoutumees a-ku-ty-'mi 
accoutumer a-ku-ty-'me 
accoutumes a-ku-'tym 
accoutumées a-ku-ty-'me 
accoutumés a-ku-ty-'me 
accrédité a-kRe-di-'te 
accréditait a-kRe-di-'tE 
accréditant a-kRe-di-'ta~ 
accrédite a-kRe-'dit 
accréditée a-kRe-di-'te 
accréditent a-kRe-'dit 
accréditer a-kRe-di-'te 
accréditerait a-kRe-di-t@-'RE 
accréditées a-kRe-di-'te 
accrédités a-kRe-di-'te 
accre 'akR 
accreditait a-kR@-di-'tE 
accreditant a-kR@-di-'ta~ 
accredite a-kR@-'dit 
accreditee a-kR@-di-'ti 
accreditees a-kR@-di-'ti 
accreditent a-kR@-di-'ta~ 
accrediter a-kR@-di-'te 
accrediterait a-kR@-di-t@-'RE 
accredites a-kR@-'dit 
accroc a-'kRo 
accroché a-kR0-'Se 
accrocha a-kR0-'Sa 
accrochage a-kR0-'SaZ 
accrochages a-kR0-'SaZ 
accrochaient a-kR0-'SE 
accrochais a-kR0-'SE 
accrochait a-kR0-'SE 
accrochant a-kR0-'Sa~ 
accroche a-'kR0S 
accrochée a-kR0-'Se 
accroche-coeur a-kR0-S@-'k9R 
accrochee a-kR0-'Si 
accrochees a-kR0-'Si 
accrochent a-'kR0S 
accrocher a-kR0-'Se 
accrochera a-kR0-S@-'Ra 
accrocheraient a-kR0-S@-'RE 
accrocherait a-kR0-S@-'RE 
accrocherent a-kR0-S@-'Ra~ 
accrocheront a-kR0-S@-'Ro~ 
accroches a-'kR0S 
accrochées a-kR0-'Se 
accrochez a-kR0-'Se 
accrochons a-kR0-'So~ 
accrochèrent a-kR0-'SER 
accrochés a-kR0-'Se 
accrocs a-'kRo 
accroire a-'kRwaR 
accroissaient a-kRwa-'sE 
accroissait a-kRwa-'sE 
accroissant a-kRwa-'sa~ 
accroisse a-'kRwas 
accroissement a-kRwa-s@-'ma~ 
accroissements a-kRwa-s@-'ma~ 
accroissent a-'kRwas 
accroissons a-kRwa-'so~ 
accroit a-'kRwa 
accroitra a-kRwa-'tRa 
accroitraient a-kRwa-tRE-'a~ 
accroitrait a-kRwa-'tRE 
accroitre a-kRwa-'tR@ 
accroitront a-kRwa-'tRo~ 
accroît a-'kRwa 
accroîtra a-kRwa-'tRa 
accroîtraient a-kRwa-'tRE 
accroîtrait a-kRwa-'tRE 
accroître a-kRwa-'tR@ 
accroîtront a-kRwa-'tRo~ 
accroupi a-kRu-'pi 
accroupie a-kRu-'pi 
accroupies a-kRu-'pi 
accroupis a-kRu-'pi 
accroupissent a-kRu-'pis 
accroupit a-kRu-'pi 
accru a-'kRy 
accrue a-'kRy 
accrues a-'kRy 
accrus a-'kRy 
accrut a-'kRy 
accès a-'ksE 
accueil a-'k9j 
accueillaient a-k9-'jE 
accueillait a-k9-'jE 
accueillant a-k9-'ja~ 
accueillante a-k9-'ja~t 
accueillantes a-k9-'ja~t 
accueillants a-k9-'ja~ 
accueille a-'k9j 
accueillent a-'k9j 
accueillera a-k9-j@-'Ra 
accueilleraient a-k9-j@-'RE 
accueillerait a-k9-j@-'RE 
accueillerons a-k9-j@-'Ro~ 
accueilleront a-k9-j@-'Ro~ 
accueillez a-k9-'je 
accueilli a-k9-'ji 
accueillie a-k9-'ji 
accueillies a-k9-'ji 
accueillir a-k9-'jiR 
accueillirent a-k9-'jiR 
accueillis a-k9-'ji 
accueillit a-k9-'ji 
accueillons a-k9-'jo~ 
accueils a-'k9j 
acculé a-ky-'le 
acculait a-ky-'lE 
acculant a-ky-'la~ 
accule a-'kyl 
acculée a-ky-'le 
acculee a-ky-'li 
acculees a-ky-'li 
acculent a-'kyl 
acculer a-ky-'le 
acculerait a-ky-l@-'RE 
accules a-'kyl 
acculées a-ky-'le 
acculés a-ky-'le 
accumulé a-ky-my-'le 
accumula a-ky-my-'la 
accumulaient a-ky-my-'lE 
accumulait a-ky-my-'lE 
accumulant a-ky-my-'la~ 
accumulateur a-ky-my-la-'t9R 
accumulateurs a-ky-my-la-'t9R 
accumulation a-ky-my-la-'sjo~ 
accumulations a-ky-my-la-'sjo~ 
accumule a-ky-'myl 
accumulée a-ky-my-'le 
accumulee a-ky-my-'li 
accumulees a-ky-my-'li 
accumulent a-ky-'myl 
accumuler a-ky-my-'le 
accumulera a-ky-my-l@-'Ra 
accumuleraient a-ky-my-l@-'RE 
accumulerait a-ky-my-l@-'RE 
accumulerent a-ky-my-l@-'Ra~ 
accumules a-ky-'myl 
accumulées a-ky-my-'le 
accumulons a-ky-my-'lo~ 
accumulèrent a-ky-my-'lER 
accumulés a-ky-my-'le 
accusé a-ky-'ze 
accusa a-ky-'za 
accusaient a-ky-'zE 
accusait a-ky-'zE 
accusant a-ky-'za~ 
accusateur a-ky-za-'t9R 
accusateurs a-ky-za-'t9R 
accusation a-ky-za-'sjo~ 
accusations a-ky-za-'sjo~ 
accusatoire a-ky-za-'twaR 
accusatoires a-ky-za-'twaR 
accusatrice a-ky-za-'tRis 
accusatrices a-ky-za-'tRis 
accuse a-'kyz 
accusée a-ky-'ze 
accusee a-ky-'zi 
accusees a-ky-'zi 
accusent a-'kyz 
accuser a-ky-'ze 
accusera a-ky-z@-'Ra 
accuseraient a-ky-z@-'RE 
accuserait a-ky-z@-'RE 
accuserent a-ky-z@-'Ra~ 
accuseront a-ky-z@-'Ro~ 
accuses a-'kyz 
accusées a-ky-'ze 
accusez a-ky-'ze 
accusons a-ky-'zo~ 
accusèrent a-ky-'zER 
accusés a-ky-'ze 
acerbe a-sER-'b@ 
acerbes a-sER-'b@ 
acere a-'s@R 
aceree a-s@-'Ri 
acerees a-s@-'Ri 
aceres a-'s@R 
acetique a-s@-'tik 
acetone a-s@-'t0n 
acetylene a-s@-ti-'l@n 
achalandé a-Sa-la~-'de 
achalande a-Sa-'la~d 
achalandée a-Sa-la~-'de 
achalandee a-Sa-la~-'di 
achalandees a-Sa-la~-'di 
achalandes a-Sa-'la~d 
achalandées a-Sa-la~-'de 
achalandés a-Sa-la~-'de 
acharné a-Sa-'Rne 
acharna a-Sa-'Rna 
acharnaient a-Sa-'RnE 
acharnait a-Sa-'RnE 
acharnant a-Sa-'Rna~ 
acharne a-Sa-'Rn@ 
acharnée a-Sa-'Rne 
acharnee a-Sa-'Rni 
acharnees a-Sa-'Rni 
acharnement a-Sa-Rn@-'ma~ 
acharnent a-Sa-'Rn@ 
acharner a-Sa-'Rne 
acharnera a-Sa-Rn@-'Ra 
acharnerait a-Sa-Rn@-'RE 
acharnerent a-Sa-Rn@-'Ra~ 
acharnes a-Sa-'Rn@ 
acharnées a-Sa-'Rne 
acharnèrent a-Sa-'RnER 
acharnés a-Sa-'Rne 
achat a-'Sa 
achats a-'Sa 
acheminé a-S@-mi-'ne 
acheminaient a-S@-mi-'nE 
acheminait a-S@-mi-'nE 
acheminant a-S@-mi-'na~ 
achemine a-S@-'min 
acheminée a-S@-mi-'ne 
acheminee a-S@-mi-'ni 
acheminees a-S@-mi-'ni 
acheminement a-S@-mi-n@-'ma~ 
acheminements a-S@-mi-n@-'ma~ 
acheminent a-S@-'min 
acheminer a-S@-mi-'ne 
acheminera a-S@-mi-n@-'Ra 
acheminerait a-S@-mi-n@-'RE 
achemineront a-S@-mi-n@-'Ro~ 
achemines a-S@-'min 
acheminées a-S@-mi-'ne 
acheminons a-S@-mi-'no~ 
acheminés a-S@-mi-'ne 
acheté a-S@-'te 
acheta a-S@-'ta 
achetai a-S@-'tE 
achetaient a-S@-'tE 
achetais a-S@-'tE 
achetait a-S@-'tE 
achetant a-S@-'ta~ 
achete a-'S@t 
achetée a-S@-'te 
achetee a-S@-'ti 
achetees a-S@-'ti 
achetent a-S@-'ta~ 
acheter a-S@-'te 
achetera a-S@-t@-'Ra 
acheterai a-S@-t@-'RE 
acheteraient a-S@-t@-RE-'a~ 
acheterait a-S@-t@-'RE 
acheterent a-S@-t@-'Ra~ 
acheterez a-S@-t@-'Re 
acheterons a-S@-t@-'Ro~ 
acheteront a-S@-t@-'Ro~ 
achetes a-'S@t 
achetées a-S@-'te 
acheteur a-S@-'t9R 
acheteurs a-S@-'t9R 
acheteuse a-S@-'t9z 
acheteuses a-S@-'t9z 
achetez a-S@-'te 
achetions a-S@-'tjo~ 
achetons a-S@-'to~ 
achetèrent a-S@-'tER 
achetés a-S@-'te 
achevé a-S@-'ve 
acheva a-S@-'va 
achevaient a-S@-'vE 
achevait a-S@-'vE 
achevant a-S@-'va~ 
acheve a-'S@v 
achevée a-S@-'ve 
achevee a-S@-'vi 
achevees a-S@-'vi 
achevement a-S@-v@-'ma~ 
achevements a-S@-v@-'ma~ 
achevent a-S@-'va~ 
achever a-S@-'ve 
achevera a-S@-v@-'Ra 
acheveraient a-S@-v@-RE-'a~ 
acheverait a-S@-v@-'RE 
acheverent a-S@-v@-'Ra~ 
acheveront a-S@-v@-'Ro~ 
acheves a-'S@v 
achevées a-S@-'ve 
achevons a-S@-'vo~ 
achevèrent a-S@-'vER 
achevés a-S@-'ve 
achille a-'Sil 
achoppé a-S0-'pe 
achoppa a-S0-'pa 
achoppaient a-S0-'pE 
achoppait a-S0-'pE 
achoppant a-S0-'pa~ 
achoppe a-'S0p 
achoppement a-S0-p@-'ma~ 
achoppent a-'S0p 
achopper a-S0-'pe 
achrafiyé a-SRa-fi-'je 
achrafiye a-SRa-'fij 
achète a-'SEt 
achètent a-'SEt 
achètera a-SE-t@-'Ra 
achèterai a-SE-t@-'RE 
achèteraient a-SE-t@-'RE 
achèterait a-SE-t@-'RE 
achèterez a-SE-t@-'Re 
achèterons a-SE-t@-'Ro~ 
achèteront a-SE-t@-'Ro~ 
achètes a-'kEt 
achève a-'SEv 
achèvement a-SE-v@-'ma~ 
achèvements a-SE-v@-'ma~ 
achèvent a-'SEv 
achèvera a-SE-v@-'Ra 
achèveraient a-SE-v@-'RE 
achèverait a-SE-v@-'RE 
achèveront a-SE-v@-'Ro~ 
acide a-'sid 
acides a-'sid 
acidification a-si-di-fi-ka-'sjo~ 
acidité a-si-di-'te 
acidite a-si-'dit 
acidites a-si-'dit 
acidités a-si-di-'te 
acidulé a-si-dy-'le 
acidule a-si-'dyl 
acidulée a-si-dy-'le 
acidulee a-si-dy-'li 
acidulees a-si-dy-'li 
acidules a-si-'dyl 
acidulées a-si-dy-'le 
acidulés a-si-dy-'le 
acier a-'sje 
acierie a-si-'Ri 
acieries a-si-'Ri 
aciers a-'sje 
aciérie a-sje-'Ri 
aciéries a-sje-'Ri 
acker a-'kER 
acné a-'kne 
acne 'akn 
acolyte a-k0-'lit 
acolytes a-k0-'lit 
acompte a-'ko~t 
acomptes a-'ko~t 
acoquiné a-k0-ki-'ne 
acoquine a-k0-'kin 
acoquinée a-k0-ki-'ne 
acoquinee a-k0-ki-'ni 
acoquiner a-k0-ki-'ne 
acoquines a-k0-'kin 
acoquinés a-k0-ki-'ne 
acores a-ko-'REs 
acousticien a-kus-ti-'sje~ 
acousticiens a-kus-ti-'sje~ 
acoustique a-kus-'tik 
acoustiques a-kus-'tik 
acp a-se-'pe 
acqueduc a-k@-'dyk 
acqueraient a-k@-RE-'a~ 
acquerait a-k@-'RE 
acquerant a-k@-'Ra~ 
acquereur a-k@-'R9R 
acquereurs a-k@-'R9R 
acquereuse a-k@-'R9z 
acquerir a-k@-'RiR 
acquerra a-kE-'Ra 
acquerrait a-kE-'RE 
acquerront a-kE-'Ro~ 
acquets a-'kE 
acquiere a-'kiR 
acquierent a-ki-'Ra~ 
acquiert a-'kjER 
acquiesçant a-kjE-'sa~ 
acquiescé a-kjE-'se 
acquiescant a-kjEs-'ka~ 
acquiesce a-'kjEs 
acquiescement a-kjE-s@-'ma~ 
acquiescent a-'kjEs 
acquiescer a-kjE-'se 
acquière a-'kjER 
acquirent a-'kiR 
acquièrent a-'kjER 
acquis a-'ki 
acquise a-'kiz 
acquises a-'kiz 
acquisition a-ki-zi-'sjo~ 
acquisitions a-ki-zi-'sjo~ 
acquit a-'ki 
acquitté a-ki-'te 
acquitta a-ki-'ta 
acquittaient a-ki-'tE 
acquittait a-ki-'tE 
acquittant a-ki-'ta~ 
acquitte a-'kit 
acquittée a-ki-'te 
acquittee a-ki-'ti 
acquittees a-ki-'ti 
acquittement a-ki-t@-'ma~ 
acquittements a-ki-t@-'ma~ 
acquittent a-'kit 
acquitter a-ki-'te 
acquittera a-ki-t@-'Ra 
acquitterait a-ki-t@-'RE 
acquitterent a-ki-t@-'Ra~ 
acquitteront a-ki-t@-'Ro~ 
acquittes a-'kit 
acquittées a-ki-'te 
acquittez a-ki-'te 
acquittèrent a-ki-'tER 
acquittés a-ki-'te 
acquéraient a-ke-'RE 
acquérait a-ke-'RE 
acquérant a-ke-'Ra~ 
acquéreur a-ke-'R9R 
acquéreurs a-ke-'R9R 
acquéreuse a-ke-'R9z 
acquérir a-ke-'RiR 
acquêts a-'kE 
acéré a-se-'Re 
acre 'akR 
acérée a-se-'Re 
acres 'akR 
acérées a-se-'Re 
acrete a-'kR@t 
acrimonie a-kRi-m0-'ni 
acrimonieuse a-kRi-m0n-'j9z 
acrimonieuses a-kRi-m0n-'j9z 
acrimonieux a-kRi-m0n-'j@ 
acrobate a-kR0-'bat 
acrobates a-kR0-'bat 
acrobatie a-kR0-ba-'si 
acrobaties a-kR0-ba-'si 
acrobatique a-kR0-ba-'tik 
acrobatiques a-kR0-ba-'tik 
acronyme a-kR0-'nim 
acropole a-kR0-'p0l 
acrostiche a-kR0s-'tiS 
acérés a-se-'Re 
acrylique a-kRi-'lik 
acryliques a-kRi-'lik 
acte a-'kt@ 
actes a-'kt@ 
acteur a-'kt9R 
acteurs a-'kt9R 
actif a-'ktif 
actifs a-'ktif 
actinides a-kti-'nid 
action a-'ksjo~ 
actionné a-ksj0-'ne 
actionnaient a-ksj0-'nE 
actionnaire a-ksj0-'nER 
actionnaires a-ksj0-'nER 
actionnait a-ksj0-'nE 
actionnant a-ksj0-'na~ 
actionnariat a-ksj0-na-'Rja 
actionnariats a-ksj0-na-'Rja 
actionne a-'ksj0n 
actionnée a-ksj0-'ne 
actionnee a-ksj0-'ni 
actionnees a-ksj0-'ni 
actionnent a-'ksj0n 
actionner a-ksj0-'ne 
actionnes a-'ksj0n 
actionnées a-ksj0-'ne 
actionnés a-ksj0-'ne 
actions a-'ksjo~ 
acétique a-se-'tik 
activé a-kti-'ve 
activa a-kti-'va 
activaient a-kti-'vE 
activait a-kti-'vE 
activant a-kti-'va~ 
activation a-kti-va-'sjo~ 
active a-'ktiv 
activée a-kti-'ve 
activee a-kti-'vi 
activees a-kti-'vi 
activement a-kti-v@-'ma~ 
activent a-'ktiv 
activer a-kti-'ve 
activeraient a-kti-v@-'RE 
actives a-'ktiv 
activées a-kti-'ve 
activisme a-kti-vi-'sm@ 
activismes a-kti-vi-'sm@ 
activiste a-kti-vis-'t@ 
activistes a-kti-vis-'t@ 
activité a-kti-vi-'te 
activite a-kti-'vit 
activites a-kti-'vit 
activités a-kti-vi-'te 
activés a-kti-'ve 
acétone a-se-'t0n 
actrice a-'ktRis 
actrices a-'ktRis 
actualisé a-kty-a-li-'ze 
actualisant a-kty-a-li-'za~ 
actualisation a-kty-a-li-za-'sjo~ 
actualisations a-kty-a-li-za-'sjo~ 
actualise a-kty-a-'liz 
actualisée a-kty-a-li-'ze 
actualisee a-kty-a-li-'zi 
actualisees a-kty-a-li-'zi 
actualisent a-kty-a-'liz 
actualiser a-kty-a-li-'ze 
actualises a-kty-a-'liz 
actualisées a-kty-a-li-'ze 
actualisés a-kty-a-li-'ze 
actualité a-kty-a-li-'te 
actualite a-kty-a-'lit 
actualites a-kty-a-'lit 
actualités a-kty-a-li-'te 
actuariel a-kty-a-'RjEl 
actuarielle a-kty-a-'RjEl 
actuarielles a-kty-a-'RjEl 
actuel a-'ktHEl 
actuelle a-'ktHEl 
actuellement a-ktHE-l@-'ma~ 
actuelles a-'ktHEl 
actuels a-'ktHEl 
acétylène a-se-ti-'lEn 
acuité a-kHi-'te 
acuite a-'kHit 
acupuncture a-ky-po~-'ktyR 
adage a-'daZ 
adagio a-da-'dZjo 
adagios a-da-'dZjo 
adam a-'da~ 
adamec a-da-'mEk 
adapté a-da-'pte 
adapta a-da-'pta 
adaptabilité a-da-pta-bi-li-'te 
adaptabilite a-da-pta-bi-'lit 
adaptable a-da-pta-'bl@ 
adaptables a-da-pta-'bl@ 
adaptaient a-da-'ptE 
adaptait a-da-'ptE 
adaptant a-da-'pta~ 
adaptateur a-da-pta-'t9R 
adaptateurs a-da-pta-'t9R 
adaptation a-da-pta-'sjo~ 
adaptations a-da-pta-'sjo~ 
adaptatrice a-da-pta-'tRis 
adapte a-'dapt 
adaptée a-da-'pte 
adaptee a-da-'pti 
adaptees a-da-'pti 
adaptent a-'dapt 
adapter a-da-'pte 
adaptera a-da-pt@-'Ra 
adapterait a-da-pt@-'RE 
adapterent a-da-pt@-'Ra~ 
adapterons a-da-pt@-'Ro~ 
adapteront a-da-pt@-'Ro~ 
adaptes a-'dapt 
adaptées a-da-'pte 
adaptez a-da-'pte 
adaptions a-da-'ptjo~ 
adaptons a-da-'pto~ 
adaptèrent a-da-'ptER 
adaptés a-da-'pte 
addis a-'dis 
addis-abéba a-di-sa-be-'ba 
addis-abeba a-di-sa-be-'ba 
additif a-di-'tif 
additifs a-di-'tif 
addition a-di-'sjo~ 
additionné a-di-sj0-'ne 
additionnait a-di-sj0-'nE 
additionnant a-di-sj0-'na~ 
additionne a-di-'sj0n 
additionnée a-di-sj0-'ne 
additionnee a-di-sj0-'ni 
additionnees a-di-sj0-'ni 
additionnel a-di-sj0-'nEl 
additionnelle a-di-sj0-'nEl 
additionnelles a-di-sj0-'nEl 
additionnels a-di-sj0-'nEl 
additionnent a-di-'sj0n 
additionner a-di-sj0-'ne 
additionnerait a-di-sj0-n@-'RE 
additionnes a-di-'sj0n 
additionnées a-di-sj0-'ne 
additionnés a-di-sj0-'ne 
additions a-di-'sjo~ 
additive a-di-'tiv 
adduction a-dy-'ksjo~ 
adductions a-dy-'ksjo~ 
aède a-'Ed 
adele a-d@-'le 
adeline a-d@-'lin 
adenite a-d@-'nit 
adepte a-'dEpt 
adeptes a-'dEpt 
adequat a-d@-'ka 
adequate a-d@-'kat 
adequatement a-d@-ka-t@-'ma~ 
adequates a-d@-'kat 
adequation a-d@-ka-'sjo~ 
adequations a-d@-ka-'sjo~ 
adequats a-d@-'ka 
aèdes a-'Ed 
adhera a-d@-'Ra 
adheraient a-d@-RE-'a~ 
adherait a-d@-'RE 
adherant a-d@-'Ra~ 
adhere a-'d@R 
adherence a-d@-'Ra~s 
adherences a-d@-'Ra~s 
adherent a-d@-'Ra~ 
adherente a-d@-'Ra~t 
adherentes a-d@-'Ra~t 
adherents a-d@-'Ra~ 
adherer a-d@-'Re 
adherera a-d@-R@-'Ra 
adhereraient a-d@-R@-RE-'a~ 
adhererait a-d@-R@-'RE 
adhererent a-d@-R@-'Ra~ 
adhererons a-d@-R@-'Ro~ 
adhereront a-d@-R@-'Ro~ 
adherez a-d@-'Re 
adherons a-d@-'Ro~ 
adhesif a-d@-'zif 
adhesifs a-d@-'zif 
adhesion a-d@-'zjo~ 
adhesions a-d@-'zjo~ 
adhesive a-d@-'ziv 
adhesives a-d@-'ziv 
adhéré a-de-'Re 
adhéra a-de-'Ra 
adhéraient a-de-'RE 
adhérait a-de-'RE 
adhérant a-de-'Ra~ 
adhère a-'dER 
adhérence a-de-'Ra~s 
adhérences a-de-'Ra~s 
adhérent a-de-'Ra~ 
adhérente a-de-'Ra~t 
adhérentes a-de-'Ra~t 
adhérents a-de-'Ra~ 
adhérer a-de-'Re 
adhérera a-de-R@-'Ra 
adhéreraient a-de-R@-'RE 
adhérerait a-de-R@-'RE 
adhérerons a-de-R@-'Ro~ 
adhéreront a-de-R@-'Ro~ 
adhérez a-de-'Re 
adhérons a-de-'Ro~ 
adhérèrent a-de-'RER 
adhésif a-de-'zif 
adhésifs a-de-'zif 
adhésion a-de-'zjo~ 
adhésions a-de-'zjo~ 
adhésive a-de-'ziv 
adhésives a-de-'ziv 
adieu a-'dj@ 
adieux a-'dj@ 
adipeux a-di-'p@ 
adjacent a-dZa-'sa~ 
adjacente a-dZa-'sa~t 
adjacentes a-dZa-'sa~t 
adjacents a-dZa-'sa~ 
adjectif a-dZE-'ktif 
adjectifs a-dZE-'ktif 
adjoignait a-dZwa-'njE 
adjoignant a-dZwa-'nja~ 
adjoignent a-'dZwanj 
adjoignit a-dZwa-'nji 
adjoindra a-dZwe~-'dRa 
adjoindre a-dZwe~-'dR@ 
adjoindront a-dZwe~-'dRo~ 
adjoint a-'dZwe~ 
adjointe a-'dZwe~t 
adjointes a-'dZwe~t 
adjoints a-'dZwe~ 
adjonction a-dZo~-'ksjo~ 
adjonctions a-dZo~-'ksjo~ 
adjudant a-dZy-'da~ 
adjudants a-dZy-'da~ 
adjudicataire a-dZy-di-ka-'tER 
adjudicataires a-dZy-di-ka-'tER 
adjudication a-dZy-di-ka-'sjo~ 
adjudications a-dZy-di-ka-'sjo~ 
adjugé a-dZy-'Ze 
adjuge a-'dZyZ 
adjugée a-dZy-'Ze 
adjugea a-dZy-'Za 
adjugeaient a-dZy-'ZE 
adjugeait a-dZy-'ZE 
adjugeant a-dZy-'Za~ 
adjugee a-dZy-'Zi 
adjugees a-dZy-'Zi 
adjugent a-'dZyZ 
adjuger a-dZy-'Ze 
adjuges a-'dZyZ 
adjugées a-dZy-'Ze 
adjugés a-dZy-'Ze 
adjuré a-dZy-'Re 
adjurait a-dZy-'RE 
adjurant a-dZy-'Ra~ 
adjure a-'dZyR 
adjurent a-'dZyR 
adjurer a-dZy-'Re 
adjurons a-dZy-'Ro~ 
adjuvant a-dZy-'va~ 
adjuvants a-dZy-'va~ 
adèle a-'dEl 
adler a-'dlER 
admet a-'dmE 
admets a-'dmE 
admettaient a-dmE-'tE 
admettait a-dmE-'tE 
admettant a-dmE-'ta~ 
admette a-'dmEt 
admettent a-'dmEt 
admettez a-dmE-'te 
admettions a-dmE-'tjo~ 
admettons a-dmE-'to~ 
admettra a-dmE-'tRa 
admettrai a-dmE-'tRE 
admettraient a-dmE-'tRE 
admettrait a-dmE-'tRE 
admettre a-dmE-'tR@ 
admettrez a-dmE-'tRe 
admettrons a-dmE-'tRo~ 
admettront a-dmE-'tRo~ 
administré a-dmi-nis-'tRe 
administra a-dmi-nis-'tRa 
administraient a-dmi-nis-'tRE 
administrait a-dmi-nis-'tRE 
administrant a-dmi-nis-'tRa~ 
administrateur a-dmi-nis-tRa-'t9R 
administrateurs a-dmi-nis-tRa-'t9R 
administratif a-dmi-nis-tRa-'tif 
administratifs a-dmi-nis-tRa-'tif 
administration a-dmi-nis-tRa-'sjo~ 
administrations a-dmi-nis-tRa-'sjo~ 
administrative a-dmi-nis-tRa-'tiv 
administrativement a-dmi-nis-tRa-ti-v@-'ma~ 
administratives a-dmi-nis-tRa-'tiv 
